Num_solicitud;IUM_Medicamento;id_importador;fecha_autorizacion;Tipo_solicitud
945;1H1039131001100;118;29/03/2020;URGENCIA CLINICA
946;1H1039131001100;118;10/06/2022;URGENCIA CLINICA
947;1Q1014651002100;95;17/10/2022;URGENCIA CLINICA
948;2E1037771000100;87;7/02/2021;URGENCIA CLINICA
949;1C1038531000100;5;27/02/2022;URGENCIA CLINICA
950;1C1038531000100;5;17/11/2022;URGENCIA CLINICA
951;1T1023951001100;149;8/07/2021;URGENCIA CLINICA
952;1T1023261003100;149;28/02/2022;URGENCIA CLINICA
953;1T1023261003100;149;9/03/2020;URGENCIA CLINICA
954;1B1024501002100;118;26/12/2020;URGENCIA CLINICA
955;1A1017401000102;78;12/07/2022;URGENCIA CLINICA
956;1M1031251003100;25;11/01/2020;URGENCIA CLINICA
957;1M1031251003100;25;26/06/2021;URGENCIA CLINICA
958;1T1001911000100;63;23/02/2022;URGENCIA CLINICA
959;1T1001911000100;63;28/03/2022;URGENCIA CLINICA
960;1R1025351000100;25;25/09/2020;URGENCIA CLINICA
961;1A1000141000100;13;19/09/2022;URGENCIA CLINICA
962;1B1027551000100;85;18/06/2021;URGENCIA CLINICA
963;1M1018461000101;155;24/11/2020;URGENCIA CLINICA
964;1B1001101000101;95;27/08/2022;URGENCIA CLINICA
965;1T1033161002100;8;13/12/2021;URGENCIA CLINICA
966;1M1017221001100;100;12/12/2022;URGENCIA CLINICA
967;1L1038181000100;105;3/04/2022;URGENCIA CLINICA
968;1L1038181000100;105;21/04/2021;URGENCIA CLINICA
969;1F1002641001100;28;11/10/2020;URGENCIA CLINICA
970;1F1002641001100;28;28/12/2022;URGENCIA CLINICA
971;1F1002641001100;28;18/01/2021;URGENCIA CLINICA
972;1F1002641001100;28;1/07/2020;URGENCIA CLINICA
973;1E1001601002100;132;10/04/2020;URGENCIA CLINICA
974;1E1001601002100;132;2/08/2021;URGENCIA CLINICA
975;1T1033161002100;66;4/08/2021;URGENCIA CLINICA
976;1S1011101000100;128;14/05/2020;URGENCIA CLINICA
977;1L1005941003100;105;5/02/2020;URGENCIA CLINICA
978;1M1031251001100;81;29/04/2022;URGENCIA CLINICA
979;1S1000731000100;13;15/07/2021;URGENCIA CLINICA
980;1S1000731000100;13;5/07/2021;URGENCIA CLINICA
981;1B1004631002100;15;6/06/2022;URGENCIA CLINICA
982;2E1032451000100;87;7/11/2021;URGENCIA CLINICA
983;1P1012181004100;64;5/03/2020;URGENCIA CLINICA
984;1P1002831001100;157;7/09/2020;URGENCIA CLINICA
985;1A1000141000100;13;13/05/2022;URGENCIA CLINICA
986;1A1001711000100;13;8/01/2020;URGENCIA CLINICA
987;1A1014981000100;63;19/01/2022;URGENCIA CLINICA
988;1A1000141000100;13;17/04/2021;URGENCIA CLINICA
989;1B1013551001100;25;29/11/2022;URGENCIA CLINICA
990;1M1017421002101;68;24/05/2021;URGENCIA CLINICA
991;1M1017421002101;68;17/01/2020;URGENCIA CLINICA
992;1I1030991006100;127;14/10/2020;URGENCIA CLINICA
993;1L1022271000100;62;31/12/2022;URGENCIA CLINICA
994;1L1022261000100;62;20/05/2022;URGENCIA CLINICA
995;1A1000141000100;13;16/08/2020;URGENCIA CLINICA
996;1A1001701000100;13;15/02/2022;URGENCIA CLINICA
997;2E1032451000100;87;14/11/2022;URGENCIA CLINICA
998;1M1017421001100;149;2/02/2022;URGENCIA CLINICA
999;1M1017421001100;149;4/01/2022;URGENCIA CLINICA
1000;1M1000831000100;87;17/10/2021;URGENCIA CLINICA
1001;1C1029821000100;128;11/09/2020;URGENCIA CLINICA
1002;1L1003331000100;64;3/07/2021;URGENCIA CLINICA
1003;1T1001911000100;146;6/07/2020;URGENCIA CLINICA
1004;1E1029551000101;132;11/12/2021;URGENCIA CLINICA
1005;1E1029551000102;132;9/04/2021;URGENCIA CLINICA
1006;1T1007651000100;132;10/12/2022;URGENCIA CLINICA
1007;1I1030991005100;100;13/03/2020;URGENCIA CLINICA
1008;1P1008661001100;159;28/05/2021;URGENCIA CLINICA
1009;1P1008661001100;159;21/04/2020;URGENCIA CLINICA
1010;1C1004121002100;74;15/05/2020;URGENCIA CLINICA
1011;1C1004121002100;74;12/07/2021;URGENCIA CLINICA
1012;2E1037771000100;87;5/02/2022;URGENCIA CLINICA
1013;1E1029551000102;155;6/09/2022;URGENCIA CLINICA
1014;1E1029551000101;155;24/12/2020;URGENCIA CLINICA
1015;1U1003171000100;13;23/02/2020;URGENCIA CLINICA
1016;2E1032451000100;87;26/11/2021;URGENCIA CLINICA
1017;1E1022821002100;64;29/08/2020;URGENCIA CLINICA
1018;1S1000731000100;13;13/01/2021;URGENCIA CLINICA
1019;1T1000761000101;64;23/10/2020;URGENCIA CLINICA
1020;1A1014981000100;63;12/11/2020;URGENCIA CLINICA
1021;1T1001911000100;63;25/07/2021;URGENCIA CLINICA
1022;1A1000281005100;147;24/11/2022;URGENCIA CLINICA
1023;1A1001711000100;13;18/04/2021;URGENCIA CLINICA
1024;1A1000141000100;13;14/07/2022;URGENCIA CLINICA
1025;2E1032451000100;87;7/08/2022;URGENCIA CLINICA
1026;1T1001911000100;67;11/12/2021;URGENCIA CLINICA
1027;1C1002871001100;157;4/06/2020;URGENCIA CLINICA
1028;1P1012181004100;64;17/04/2020;URGENCIA CLINICA
1029;1P1017931000100;64;16/01/2020;URGENCIA CLINICA
1030;1C1006141000100;114;3/02/2021;URGENCIA CLINICA
1031;2E1032451000100;87;24/01/2020;URGENCIA CLINICA
1032;1F1007471003100;150;13/01/2020;URGENCIA CLINICA
1033;1P1023051002100;25;2/01/2022;URGENCIA CLINICA
1034;1L1034901000100;62;11/08/2020;URGENCIA CLINICA
1035;1A1001711000100;13;16/12/2020;URGENCIA CLINICA
1036;1A1000141000100;13;7/05/2020;URGENCIA CLINICA
1037;1E1001601002100;132;16/08/2022;URGENCIA CLINICA
1038;1E1032401000101;132;11/06/2022;URGENCIA CLINICA
1039;1T1023951004100;3;24/06/2021;URGENCIA CLINICA
1040;1T1023951004100;3;29/08/2022;URGENCIA CLINICA
1041;1T1001911004100;76;12/12/2020;URGENCIA CLINICA
1042;1A1000141000100;13;24/01/2021;URGENCIA CLINICA
1043;1E1029551000102;132;22/01/2022;URGENCIA CLINICA
1044;1E1029551000101;132;24/02/2022;URGENCIA CLINICA
1045;1L1001081000101;64;21/07/2022;URGENCIA CLINICA
1046;1A1001711000100;13;4/11/2021;URGENCIA CLINICA
1047;1A1000141000100;13;16/09/2021;URGENCIA CLINICA
1048;1A1001711000100;13;12/05/2021;URGENCIA CLINICA
1049;1A1000141000100;13;4/02/2020;URGENCIA CLINICA
1050;1F1027531000100;73;21/07/2020;URGENCIA CLINICA
1051;1P1012181004100;64;3/01/2022;URGENCIA CLINICA
1052;1C1024071000100;73;11/07/2021;URGENCIA CLINICA
1053;1A1000141000100;13;28/02/2022;URGENCIA CLINICA
1054;1S1008321000100;64;10/04/2021;URGENCIA CLINICA
1055;1I1038731000100;62;7/04/2022;URGENCIA CLINICA
1056;1A1005551005100;66;11/12/2020;URGENCIA CLINICA
1057;1T1001911003100;156;31/03/2021;URGENCIA CLINICA
1058;1M1031251004100;45;17/09/2020;URGENCIA CLINICA
1059;1A1000141000100;13;9/04/2022;URGENCIA CLINICA
1060;1A1001711000100;13;20/12/2022;URGENCIA CLINICA
1061;1I1033801001100;13;2/03/2021;URGENCIA CLINICA
1062;1A1001711000100;13;5/05/2022;URGENCIA CLINICA
1063;1A1000141000100;13;12/01/2020;URGENCIA CLINICA
1064;1O1020371004100;58;20/09/2020;URGENCIA CLINICA
1065;1H1027911003100;136;18/01/2022;URGENCIA CLINICA
1066;1B1001101001100;157;22/09/2021;URGENCIA CLINICA
1067;1F1002391000101;157;20/05/2021;URGENCIA CLINICA
1068;1D1000031004100;76;11/05/2021;URGENCIA CLINICA
1069;2E1032451000100;87;20/03/2022;URGENCIA CLINICA
1070;1D1000031004100;76;4/11/2020;URGENCIA CLINICA
1071;1H102711001100;15;5/12/2020;URGENCIA CLINICA
1072;1H102711001100;15;29/03/2021;URGENCIA CLINICA
1073;1B1027551001101;108;17/11/2022;URGENCIA CLINICA
1074;2E1032451000100;87;4/12/2022;URGENCIA CLINICA
1075;1I1007131003100;65;27/09/2021;URGENCIA CLINICA
1076;1C1004511000100;155;22/02/2021;URGENCIA CLINICA
1077;1I1007131004100;65;6/01/2020;URGENCIA CLINICA
1078;1E1001601002100;132;15/12/2022;URGENCIA CLINICA
1079;1L1038181000100;105;25/02/2022;URGENCIA CLINICA
1080;1E1005681005100;61;5/05/2020;URGENCIA CLINICA
1081;1T1023951005100;25;16/08/2020;URGENCIA CLINICA
1082;1A1003951002100;61;15/12/2021;URGENCIA CLINICA
1083;1M1000831000100;87;27/02/2020;URGENCIA CLINICA
1084;1E1005681003100;118;14/08/2020;URGENCIA CLINICA
1085;1E1001601002100;64;8/12/2022;URGENCIA CLINICA
1086;1M1006061019100;119;9/03/2022;URGENCIA CLINICA
1087;1M1031891000100;61;9/01/2021;URGENCIA CLINICA
1088;1B1024501002100;118;1/06/2022;URGENCIA CLINICA
1089;1H1007141000100;152;20/05/2020;URGENCIA CLINICA
1090;1T1001911003100;76;10/11/2021;URGENCIA CLINICA
1091;1T1014381001100;68;10/03/2021;URGENCIA CLINICA
1092;1T1023961000100;36;12/02/2021;URGENCIA CLINICA
1093;1T1023961000100;36;23/12/2021;URGENCIA CLINICA
1094;1S1037401000100;61;2/03/2020;URGENCIA CLINICA
1095;1A1038561000100;157;18/04/2021;URGENCIA CLINICA
1096;1A1038561000100;157;8/04/2020;URGENCIA CLINICA
1097;2E1032451000100;87;14/10/2022;URGENCIA CLINICA
1098;1C1003541006100;118;5/04/2020;URGENCIA CLINICA
1099;1C1003541006100;118;17/12/2021;URGENCIA CLINICA
1100;1C1003541006100;118;25/12/2021;URGENCIA CLINICA
1101;1C1003541006100;118;10/10/2021;URGENCIA CLINICA
1102;1C1003541006100;118;26/11/2021;URGENCIA CLINICA
1103;1I1033751003100;100;26/08/2022;URGENCIA CLINICA
1104;1T1001911000100;146;16/03/2021;URGENCIA CLINICA
1105;1P1008661001100;159;8/01/2020;URGENCIA CLINICA
1106;1P1008661001100;159;10/08/2022;URGENCIA CLINICA
1107;1C1003541013100;15;26/06/2020;URGENCIA CLINICA
1108;1T1033161002100;66;7/08/2020;URGENCIA CLINICA
1109;1E1001601001100;62;6/03/2021;URGENCIA CLINICA
1110;1O1020371004100;58;13/11/2021;URGENCIA CLINICA
1111;1T1014381002100;132;6/08/2021;URGENCIA CLINICA
1112;1B1001101000101;95;28/06/2020;URGENCIA CLINICA
1113;1M1031891000100;61;16/06/2020;URGENCIA CLINICA
1114;1E1029551000101;155;9/08/2021;URGENCIA CLINICA
1115;1E1029551000102;155;9/08/2020;URGENCIA CLINICA
1116;1H1014241004100;141;3/02/2021;URGENCIA CLINICA
1117;1H1014241004100;141;17/05/2020;URGENCIA CLINICA
1118;1P1008661021100;141;5/12/2021;URGENCIA CLINICA
1119;1P1008661021100;141;3/03/2021;URGENCIA CLINICA
1120;1I1035001000101;87;30/07/2022;URGENCIA CLINICA
1121;1P1008661010101;140;7/06/2022;URGENCIA CLINICA
1122;1S1000731000100;13;13/11/2021;URGENCIA CLINICA
1123;1I1035001000100;87;3/07/2020;URGENCIA CLINICA
1124;1D1000031003100;156;31/05/2022;URGENCIA CLINICA
1125;1D1001421011100;70;2/12/2020;URGENCIA CLINICA
1126;1F1027531000100;73;10/10/2021;URGENCIA CLINICA
1127;1L1038181000100;105;5/01/2021;URGENCIA CLINICA
1128;1C1002871000100;64;10/03/2022;URGENCIA CLINICA
1129;1B1033111004103;15;1/12/2022;URGENCIA CLINICA
1130;1I1030991005100;100;25/06/2022;URGENCIA CLINICA
1131;1T1018051000100;64;24/07/2021;URGENCIA CLINICA
1132;1B1027551000100;85;7/07/2021;URGENCIA CLINICA
1133;1L1038181000100;105;7/03/2021;URGENCIA CLINICA
1134;1L1037301000100;13;1/02/2021;URGENCIA CLINICA
1135;1L1038181000100;105;4/04/2020;URGENCIA CLINICA
1136;1E1001601001100;150;5/10/2020;URGENCIA CLINICA
1137;1A1000141000100;13;3/03/2022;URGENCIA CLINICA
1138;1T1014381002100;64;22/08/2021;URGENCIA CLINICA
1139;1L1038181000100;105;14/11/2021;URGENCIA CLINICA
1140;2I1008801000101;87;31/10/2022;URGENCIA CLINICA
1141;1S1000731000100;13;28/07/2020;URGENCIA CLINICA
1142;1M1018461000101;155;11/11/2020;URGENCIA CLINICA
1143;1A1001711000100;13;7/01/2021;URGENCIA CLINICA
1144;1A1000141000100;13;22/02/2021;URGENCIA CLINICA
1145;1I1030991006100;15;15/10/2022;URGENCIA CLINICA
1146;1V1001401000100;135;22/10/2022;URGENCIA CLINICA
1147;1S1007641002100;132;11/07/2021;URGENCIA CLINICA
1148;1C1003541006100;118;5/10/2020;URGENCIA CLINICA
1149;1C1003541006100;118;8/10/2020;URGENCIA CLINICA
1150;1C1003541006100;118;21/03/2022;URGENCIA CLINICA
1151;1C1003541006100;118;9/09/2020;URGENCIA CLINICA
1152;1C1003541006100;118;11/07/2022;URGENCIA CLINICA
1153;1C1003541006100;118;1/12/2022;URGENCIA CLINICA
1154;1L1003331003100;64;22/06/2022;URGENCIA CLINICA
1155;1M1008551000100;92;24/10/2021;URGENCIA CLINICA
1156;1M1006441000100;92;31/01/2020;URGENCIA CLINICA
1157;1I1030991005100;100;1/03/2020;URGENCIA CLINICA
1158;1L1038181000100;105;19/10/2021;URGENCIA CLINICA
1159;1L1038181000100;105;29/09/2020;URGENCIA CLINICA
1160;1A1000141000100;13;9/03/2020;URGENCIA CLINICA
1161;1A1001701000100;13;1/02/2021;URGENCIA CLINICA
1162;1V1030561000100;133;6/08/2022;URGENCIA CLINICA
1163;1E1029551000102;155;18/07/2020;URGENCIA CLINICA
1164;1E1029551000101;155;26/01/2022;URGENCIA CLINICA
1165;1N1024161000102;64;31/03/2021;URGENCIA CLINICA
1166;1F1002651000100;29;30/08/2022;URGENCIA CLINICA
1167;1F1002651000100;29;19/02/2020;URGENCIA CLINICA
1168;1K1034751002100;70;13/10/2021;URGENCIA CLINICA
1169;1T1023951004100;3;28/03/2021;URGENCIA CLINICA
1170;1T1023261005100;3;23/05/2020;URGENCIA CLINICA
1171;1A1000281002100;66;5/01/2021;URGENCIA CLINICA
1172;1C1004121003100;81;1/12/2021;URGENCIA CLINICA
1173;1N1025871000100;118;15/05/2022;URGENCIA CLINICA
1174;1F1001691000100;64;20/03/2020;URGENCIA CLINICA
1175;1H1027911003100;136;8/05/2022;URGENCIA CLINICA
1176;1H1027911003100;136;18/03/2022;URGENCIA CLINICA
1177;1A1001711000100;13;25/08/2022;URGENCIA CLINICA
1178;1A1000141000100;13;19/03/2020;URGENCIA CLINICA
1179;1B1025791000100;13;14/03/2021;URGENCIA CLINICA
1180;1T1003321000100;64;13/02/2020;URGENCIA CLINICA
1181;1P1012181005100;13;11/09/2021;URGENCIA CLINICA
1182;1A1001711000100;13;31/05/2020;URGENCIA CLINICA
1183;1A1000141000100;13;15/10/2020;URGENCIA CLINICA
1184;1B1001101000101;95;18/04/2020;URGENCIA CLINICA
1185;1V1019601007100;70;13/07/2021;URGENCIA CLINICA
1186;1V1019601007100;70;23/11/2020;URGENCIA CLINICA
1187;1A1000281000100;68;14/07/2020;URGENCIA CLINICA
1188;1C1002871000100;13;15/11/2021;URGENCIA CLINICA
1189;1B1004631002100;15;15/09/2020;URGENCIA CLINICA
1190;1B1004631008100;66;29/07/2020;URGENCIA CLINICA
1191;1M1031891000100;61;22/11/2022;URGENCIA CLINICA
1192;1T1023961000100;36;19/06/2021;URGENCIA CLINICA
1193;1B1025731000100;13;4/07/2022;URGENCIA CLINICA
1194;1A1000141000100;132;22/03/2020;URGENCIA CLINICA
1195;1M1032971000100;64;21/09/2021;URGENCIA CLINICA
1196;1A1001711000100;13;27/09/2022;URGENCIA CLINICA
1197;1A1000141000100;13;15/01/2020;URGENCIA CLINICA
1198;1B1025731000100;133;21/03/2022;URGENCIA CLINICA
1199;1B1025731000100;133;30/10/2020;URGENCIA CLINICA
1200;1A1000141000100;13;19/03/2022;URGENCIA CLINICA
1201;1A1001711000100;13;5/10/2021;URGENCIA CLINICA
1202;2E1032451000100;87;23/05/2022;URGENCIA CLINICA
1203;1F1001691000100;13;23/10/2021;URGENCIA CLINICA
1204;1C1023461001100;61;24/06/2021;URGENCIA CLINICA
1205;1T1033161002100;66;25/07/2021;URGENCIA CLINICA
1206;2E1028291001100;11;6/04/2022;URGENCIA CLINICA
1207;1M1017221001100;100;18/08/2022;URGENCIA CLINICA
1208;1B1025731000100;133;16/10/2020;URGENCIA CLINICA
1209;1B1025791000100;13;21/08/2021;URGENCIA CLINICA
1210;1B1025731000100;13;24/11/2022;URGENCIA CLINICA
1211;1L1034901001100;64;3/09/2021;URGENCIA CLINICA
1212;1B1027161000100;13;24/07/2022;URGENCIA CLINICA
1213;1A1001711000100;133;19/09/2022;URGENCIA CLINICA
1214;1A1000141000100;133;15/01/2020;URGENCIA CLINICA
1215;1G1036671000100;75;7/08/2021;URGENCIA CLINICA
1216;1M1017221001100;100;13/10/2022;URGENCIA CLINICA
1217;1M1017221001100;100;13/06/2021;URGENCIA CLINICA
1218;1M1017221001100;100;4/05/2021;URGENCIA CLINICA
1219;1I1027571000101;27;29/06/2020;URGENCIA CLINICA
1220;1A1000281006100;107;9/02/2022;URGENCIA CLINICA
1221;1P1008661018100;69;19/01/2020;URGENCIA CLINICA
1222;1A1006851000100;68;14/08/2020;URGENCIA CLINICA
1223;1M1033371000100;118;11/03/2021;URGENCIA CLINICA
1224;1L1018031002101;118;21/04/2020;URGENCIA CLINICA
1225;1L1018031002101;118;20/09/2022;URGENCIA CLINICA
1226;1B1033111007100;118;23/06/2020;URGENCIA CLINICA
1227;1M1017221001100;100;23/10/2022;URGENCIA CLINICA
1228;1B1036801000100;118;14/12/2022;URGENCIA CLINICA
1229;1B1036801000100;118;14/06/2020;URGENCIA CLINICA
1230;1B1036801000100;118;26/05/2021;URGENCIA CLINICA
1231;1B1036801000100;118;18/11/2020;URGENCIA CLINICA
1232;1B1036801000100;118;5/10/2022;URGENCIA CLINICA
1233;1B1036801000100;118;3/01/2022;URGENCIA CLINICA
1234;1B1036801000100;118;30/04/2020;URGENCIA CLINICA
1235;1I1034601000100;13;25/08/2022;URGENCIA CLINICA
1236;1I1007131004100;65;15/01/2022;URGENCIA CLINICA
1237;1P1023051002100;70;11/09/2021;URGENCIA CLINICA
1238;1N1025871000100;118;27/02/2022;URGENCIA CLINICA
1239;1Q1027291000100;64;8/11/2020;URGENCIA CLINICA
1240;1T1033161002100;66;7/06/2021;URGENCIA CLINICA
1241;1M1017221001100;100;15/10/2021;URGENCIA CLINICA
1242;1B1025731000100;13;30/07/2020;URGENCIA CLINICA
1243;1B1025731000100;133;25/11/2022;URGENCIA CLINICA
1244;1B1025731000100;13;15/02/2022;URGENCIA CLINICA
1245;1H1012341000100;64;22/04/2022;URGENCIA CLINICA
1246;1T1001911003100;156;6/11/2021;URGENCIA CLINICA
1247;1A1001701000100;13;18/10/2020;URGENCIA CLINICA
1248;1A1000141000100;13;11/10/2022;URGENCIA CLINICA
1249;1B1025731000100;133;13/08/2020;URGENCIA CLINICA
1250;1A1001701000100;13;20/05/2021;URGENCIA CLINICA
1251;1A1000141000100;13;12/08/2022;URGENCIA CLINICA
1252;1P1023051003100;93;11/07/2022;URGENCIA CLINICA
1253;1P1023051003100;93;31/03/2022;URGENCIA CLINICA
1254;1M1006061017100;93;8/12/2020;URGENCIA CLINICA
1255;1P1023051003100;47;1/03/2020;URGENCIA CLINICA
1256;1P1023051003100;47;11/03/2020;URGENCIA CLINICA
1257;1B1027551000100;85;18/07/2022;URGENCIA CLINICA
1258;1A1006851009100;66;8/11/2022;URGENCIA CLINICA
1259;1I1007131003100;65;10/03/2022;URGENCIA CLINICA
1260;1A1001701000100;13;26/12/2021;URGENCIA CLINICA
1261;1A1000141000100;13;26/07/2020;URGENCIA CLINICA
1262;1I1035001000100;87;11/05/2022;URGENCIA CLINICA
1263;1A1015921002100;118;30/09/2021;URGENCIA CLINICA
1264;1G1036161000100;61;3/10/2022;URGENCIA CLINICA
1265;1I1031881000100;64;18/11/2021;URGENCIA CLINICA
1266;2E1028291001100;11;3/04/2020;URGENCIA CLINICA
1267;2E1028291001100;11;6/12/2021;URGENCIA CLINICA
1268;1A1005551005100;69;14/10/2021;URGENCIA CLINICA
1269;1T1033161002100;132;25/09/2022;URGENCIA CLINICA
1270;1B1024741000100;118;11/06/2021;URGENCIA CLINICA
1271;1F1027531000100;73;29/12/2021;URGENCIA CLINICA
1272;1B1033101000100;100;12/12/2021;URGENCIA CLINICA
1273;1C1003541006101;118;6/09/2020;URGENCIA CLINICA
1274;1C1003541006101;118;24/01/2020;URGENCIA CLINICA
1275;1C1003541006101;118;19/07/2022;URGENCIA CLINICA
1276;1C1003541006101;15;12/04/2022;URGENCIA CLINICA
1277;1T1023961000100;36;1/05/2022;URGENCIA CLINICA
1278;1E1005681003100;118;21/11/2020;URGENCIA CLINICA
1279;1C1004121005101;69;6/09/2022;URGENCIA CLINICA
1280;1M1031251008100;12;8/01/2020;URGENCIA CLINICA
1281;1M1031251008100;12;2/02/2022;URGENCIA CLINICA
1282;1S1011101000100;128;7/07/2021;URGENCIA CLINICA
1283;1V1019601006100;42;23/12/2020;URGENCIA CLINICA
1284;1V1019601007100;70;1/12/2020;URGENCIA CLINICA
1285;1B1004631006100;69;2/08/2020;URGENCIA CLINICA
1286;1P1023051002100;15;25/07/2020;URGENCIA CLINICA
1287;1B1033581002100;15;21/04/2021;URGENCIA CLINICA
1288;1B1033581002100;15;15/09/2022;URGENCIA CLINICA
1289;1B1033581002100;15;1/03/2021;URGENCIA CLINICA
1290;1P1012181005100;132;16/12/2022;URGENCIA CLINICA
1291;1L1022261000100;62;24/12/2020;URGENCIA CLINICA
1292;1L1022271000100;62;30/04/2022;URGENCIA CLINICA
1293;1P1008661012100;25;3/12/2021;URGENCIA CLINICA
1294;1P1008661012100;25;2/10/2020;URGENCIA CLINICA
1295;1P1000161002100;25;12/09/2021;URGENCIA CLINICA
1296;1C1000151000100;25;21/09/2020;URGENCIA CLINICA
1297;1B1025731000100;133;26/12/2021;URGENCIA CLINICA
1298;1P1012181005100;132;8/05/2022;URGENCIA CLINICA
1299;1B1025791000100;133;19/06/2022;URGENCIA CLINICA
1300;1A1005551006100;81;30/04/2020;URGENCIA CLINICA
1301;1A1001611000100;64;26/12/2021;URGENCIA CLINICA
1302;1C1006341000100;40;5/02/2020;URGENCIA CLINICA
1303;1D1000031003100;156;30/07/2021;URGENCIA CLINICA
1304;1M1017221001100;100;1/07/2022;URGENCIA CLINICA
1305;1M1017221001100;100;19/12/2022;URGENCIA CLINICA
1306;1S1000731000100;13;6/06/2021;URGENCIA CLINICA
1307;1P1008661010101;140;17/10/2022;URGENCIA CLINICA
1308;1C1004121003100;81;11/09/2022;URGENCIA CLINICA
1309;1F1002641000100;29;4/08/2022;URGENCIA CLINICA
1310;1F1002641000100;29;30/08/2020;URGENCIA CLINICA
1311;1F1002641000100;29;5/07/2021;URGENCIA CLINICA
1312;1L1005941002100;105;29/10/2021;URGENCIA CLINICA
1313;1A1003951002100;61;18/09/2020;URGENCIA CLINICA
1314;1A1005551005100;69;23/04/2020;URGENCIA CLINICA
1315;1B1025731000100;133;6/09/2021;URGENCIA CLINICA
1316;1A1000141000100;13;19/12/2022;URGENCIA CLINICA
1317;1A1001711000100;13;5/09/2020;URGENCIA CLINICA
1318;1M1000831000100;87;31/10/2022;URGENCIA CLINICA
1319;1B1027161000100;133;11/04/2021;URGENCIA CLINICA
1320;1B1025731000100;133;9/09/2022;URGENCIA CLINICA
1321;2E1032451000100;87;4/04/2020;URGENCIA CLINICA
1322;1A1001701000100;13;20/09/2021;URGENCIA CLINICA
1323;1A1000141000100;13;17/01/2021;URGENCIA CLINICA
1324;1T1001911003100;156;9/08/2020;URGENCIA CLINICA
1325;1A1000141000100;13;26/02/2021;URGENCIA CLINICA
1326;1A1001711000100;13;10/04/2021;URGENCIA CLINICA
1327;1B1027161000100;13;24/01/2022;URGENCIA CLINICA
1328;1C1006141000100;44;24/01/2022;URGENCIA CLINICA
1329;1B1027161000100;13;29/02/2020;URGENCIA CLINICA
1330;1P1023051002100;69;6/11/2021;URGENCIA CLINICA
1331;1T1023951002100;157;6/06/2021;URGENCIA CLINICA
1332;1T1001161005100;157;28/08/2022;URGENCIA CLINICA
1333;1B1025731000100;13;14/02/2022;URGENCIA CLINICA
1334;2I1029751000100;87;19/01/2021;URGENCIA CLINICA
1335;1B1033581000100;118;14/09/2022;URGENCIA CLINICA
1336;1F1001691000100;64;29/06/2020;URGENCIA CLINICA
1337;1F1002391001100;65;13/07/2022;URGENCIA CLINICA
1338;1D1001421001100;118;16/11/2020;URGENCIA CLINICA
1339;1C1004121003101;74;3/05/2021;URGENCIA CLINICA
1340;1C1027451001100;64;15/02/2022;URGENCIA CLINICA
1341;1A1001611000100;64;18/06/2022;URGENCIA CLINICA
1342;1P1012181004100;64;16/04/2021;URGENCIA CLINICA
1343;1C1029821000100;128;13/06/2020;URGENCIA CLINICA
1344;1M1031251003100;25;16/03/2021;URGENCIA CLINICA
1345;1M1031251003100;25;22/03/2020;URGENCIA CLINICA
1346;1O1027141001100;118;18/02/2020;URGENCIA CLINICA
1347;1O1020371004100;58;15/08/2020;URGENCIA CLINICA
1348;2E1028291001100;11;1/09/2021;URGENCIA CLINICA
1349;2E1028291001100;11;18/01/2020;URGENCIA CLINICA
1350;2E1028291001100;11;18/06/2021;URGENCIA CLINICA
1351;2E1028291001100;11;17/07/2020;URGENCIA CLINICA
1352;1F1001691000100;64;1/11/2022;URGENCIA CLINICA
1353;1A1003951007100;74;6/08/2021;URGENCIA CLINICA
1354;1D1023501002100;157;17/07/2022;URGENCIA CLINICA
1355;2I1008801000101;87;29/07/2021;URGENCIA CLINICA
1356;1V1019601007100;70;1/07/2020;URGENCIA CLINICA
1357;1C1006341000100;40;28/08/2022;URGENCIA CLINICA
1358;1L1029621000100;64;5/03/2022;URGENCIA CLINICA
1359;1L1033711000100;64;22/11/2021;URGENCIA CLINICA
1360;1P1012181004100;64;9/11/2021;URGENCIA CLINICA
1361;1P1008661010101;123;28/01/2020;URGENCIA CLINICA
1362;1L1005941002100;105;12/06/2020;URGENCIA CLINICA
1363;1C1029821000100;128;23/06/2020;URGENCIA CLINICA
1364;1L1022261000100;29;8/03/2020;URGENCIA CLINICA
1365;1L1022271000100;29;9/10/2021;URGENCIA CLINICA
1366;1P1012181004100;64;20/05/2020;URGENCIA CLINICA
1367;1L1018031002100;118;4/03/2020;URGENCIA CLINICA
1368;1L1018031002100;118;18/02/2022;URGENCIA CLINICA
1369;1L1018031002100;118;17/06/2021;URGENCIA CLINICA
1370;1L1018031002100;118;18/12/2021;URGENCIA CLINICA
1371;1L1018031002100;118;9/02/2021;URGENCIA CLINICA
1372;1L1018031002100;118;7/12/2020;URGENCIA CLINICA
1373;1L1018031002100;118;16/04/2020;URGENCIA CLINICA
1374;1L1018031002100;118;1/08/2021;URGENCIA CLINICA
1375;1L1018031002100;118;19/08/2020;URGENCIA CLINICA
1376;1L1018031002100;118;17/09/2021;URGENCIA CLINICA
1377;1L1018031002100;118;8/01/2021;URGENCIA CLINICA
1378;1L1018031002100;118;6/01/2022;URGENCIA CLINICA
1379;1L1018031002100;118;16/02/2022;URGENCIA CLINICA
1380;1L1018031002100;118;2/03/2022;URGENCIA CLINICA
1381;1D1001421011100;70;18/11/2022;URGENCIA CLINICA
